applicant_id,gender,age,age_group,race,income,coapplicant_income,credit_score,loan_amount,loan_term,employment_years,home_ownership,education,self_employed,dependents,property_area,dti,loan_status
L00203,Male,22,Young,Caucasian,127900.0,30500.0,587,567100.0,180,20.9,Rent,Graduate,Yes,0,Semiurban,0.363,1
L00204,Female,18,Young,Asian,51500.0,36000.0,607,231000.0,360,10.9,Mortgage,Graduate,Yes,0,Urban,0.19,1
L00205,Female,45,Middle-aged,Caucasian,28000.0,13400.0,613,127600.0,180,15.1,Mortgage,Graduate,No,0,Semiurban,0.312,1
L00206,Male,39,Middle-aged,Asian,39400.0,24300.0,541,216600.0,360,3.8,Mortgage,Graduate,No,2,Semiurban,0.245,0
L00207,Male,34,Middle-aged,Caucasian,54900.0,0.0,673,272100.0,180,5.6,Mortgage,Graduate,No,0,Urban,0.502,1
L00208,Female,43,Middle-aged,African American,38200.0,26700.0,668,271600.0,360,29.0,Mortgage,Undergraduate,No,0,Rural,0.301,1
L00209,Male,40,Middle-aged,Hispanic,58300.0,0.0,612,258500.0,360,4.1,Rent,Graduate,No,2,Rural,0.319,0
L00210,Male,54,Middle-aged,Caucasian,58900.0,0.0,639,223200.0,360,9.7,Own,Graduate,No,0,Urban,0.273,1
L00211,Male,42,Middle-aged,Hispanic,44200.0,0.0,664,201600.0,360,5.7,Mortgage,Graduate,No,0,Rural,0.328,1
L00212,Female,32,Middle-aged,Caucasian,32300.0,0.0,584,121300.0,360,4.6,Mortgage,Undergraduate,No,0,Semiurban,0.27,0
L00213,Female,52,Middle-aged,Caucasian,48900.0,0.0,524,215500.0,360,16.2,Mortgage,Undergraduate,No,0,Semiurban,0.317,0
L00214,Male,38,Middle-aged,Hispanic,92700.0,18000.0,683,363000.0,120,7.4,Own,Undergraduate,No,1,Semiurban,0.437,1
L00215,Female,47,Middle-aged,Hispanic,55300.0,0.0,588,199100.0,120,11.5,Mortgage,Graduate,No,1,Urban,0.48,0
L00216,Male,35,Middle-aged,Caucasian,60700.0,27800.0,600,239400.0,360,8.1,Mortgage,Graduate,No,0,Rural,0.195,1
L00217,Male,33,Middle-aged,Caucasian,74000.0,40800.0,719,377800.0,360,6.0,Mortgage,Graduate,Yes,0,Urban,0.237,1
L00218,Female,42,Middle-aged,African American,27500.0,0.0,599,120700.0,360,11.4,Mortgage,Graduate,No,0,Rural,0.316,0
L00219,Female,41,Middle-aged,Asian,34000.0,0.0,611,162300.0,360,21.1,Mortgage,Graduate,No,1,Semiurban,0.343,1
L00220,Female,46,Middle-aged,Caucasian,30900.0,17800.0,647,194800.0,180,21.2,Mortgage,Graduate,No,2,Urban,0.405,1
L00221,Female,37,Middle-aged,Asian,39600.0,0.0,640,207200.0,360,10.6,Own,Graduate,No,2,Urban,0.376,1
L00222,Female,18,Young,Caucasian,35200.0,0.0,523,112600.0,120,3.3,Mortgage,Graduate,No,0,Rural,0.426,0
L00223,Male,35,Middle-aged,Caucasian,79500.0,21400.0,635,373600.0,180,3.4,Rent,Graduate,No,0,Semiurban,0.375,1
L00224,Male,50,Middle-aged,Caucasian,40500.0,0.0,632,169000.0,360,5.0,Own,Graduate,No,0,Rural,0.3,1
L00225,Male,37,Middle-aged,Caucasian,35600.0,0.0,623,171200.0,360,4.2,Own,Undergraduate,Yes,2,Semiurban,0.346,0
L00226,Male,38,Middle-aged,Hispanic,96000.0,0.0,674,345500.0,180,5.1,Own,Undergraduate,No,0,Semiurban,0.364,1
L00227,Female,52,Middle-aged,Caucasian,34800.0,0.0,784,109800.0,360,5.8,Mortgage,Graduate,No,2,Rural,0.227,1
L00228,Male,32,Middle-aged,Hispanic,46900.0,0.0,537,173800.0,360,3.4,Mortgage,Graduate,Yes,0,Urban,0.267,0
L00229,Female,22,Young,Caucasian,49900.0,0.0,654,260200.0,120,1.0,Mortgage,Graduate,No,0,Urban,0.695,0
L00230,Female,39,Middle-aged,African American,20200.0,0.0,668,101500.0,360,6.9,Own,Graduate,No,3+,Urban,0.362,0
L00231,Female,35,Middle-aged,Asian,68300.0,0.0,659,265600.0,360,3.2,Rent,Graduate,No,0,Urban,0.28,1
L00232,Male,29,Young,African American,50600.0,14600.0,567,290300.0,360,8.4,Rent,Undergraduate,No,0,Urban,0.32,0
L00233,Female,38,Middle-aged,African American,59400.0,0.0,727,182600.0,360,5.0,Rent,Graduate,No,0,Urban,0.221,1
L00234,Male,46,Middle-aged,Caucasian,37400.0,9000.0,490,156400.0,180,9.8,Mortgage,Graduate,No,0,Semiurban,0.341,0
L00235,Male,40,Middle-aged,Hispanic,45900.0,0.0,578,212800.0,360,14.0,Mortgage,Graduate,No,1,Semiurban,0.334,0
L00236,Female,44,Middle-aged,Asian,42300.0,0.0,693,148000.0,360,4.3,Rent,Undergraduate,No,3+,Urban,0.252,1
L00237,Male,62,Senior,Caucasian,54500.0,32500.0,637,247600.0,360,29.1,Mortgage,Graduate,No,1,Semiurban,0.205,1
L00238,Male,36,Middle-aged,Asian,27400.0,21700.0,694,192500.0,360,7.9,Mortgage,Graduate,No,0,Urban,0.282,1
L00239,Female,44,Middle-aged,Caucasian,43600.0,0.0,533,191200.0,120,4.2,Rent,Undergraduate,No,1,Rural,0.584,0
L00240,Male,34,Middle-aged,Caucasian,27700.0,0.0,529,144700.0,360,4.3,Mortgage,Graduate,No,0,Urban,0.376,0
L00241,Female,30,Middle-aged,Hispanic,42400.0,0.0,570,140000.0,120,12.7,Mortgage,Graduate,No,1,Rural,0.44,0
L00242,Female,33,Middle-aged,Caucasian,20000.0,22600.0,613,121800.0,180,6.8,Mortgage,Graduate,Yes,0,Semiurban,0.29,0
L00243,Female,35,Middle-aged,Asian,20000.0,0.0,578,74000.0,360,4.2,Rent,Graduate,No,0,Semiurban,0.266,0
L00244,Male,45,Middle-aged,Caucasian,68000.0,0.0,615,338700.0,360,18.2,Rent,Graduate,No,1,Urban,0.358,1
L00245,Male,69,Senior,Caucasian,39400.0,13400.0,743,166400.0,120,15.4,Rent,Graduate,No,0,Urban,0.42,1
L00246,Female,32,Middle-aged,Caucasian,28100.0,20100.0,684,147300.0,180,8.8,Mortgage,Graduate,No,0,Rural,0.309,1
L00247,Male,36,Middle-aged,Caucasian,81500.0,38100.0,617,338200.0,360,13.7,Rent,Undergraduate,No,2,Semiurban,0.203,1
L00248,Female,40,Middle-aged,Asian,47500.0,0.0,518,225400.0,360,10.6,Rent,Graduate,No,0,Semiurban,0.341,0
L00249,Female,45,Middle-aged,Caucasian,59100.0,22000.0,508,250400.0,360,5.7,Rent,Graduate,No,0,Rural,0.222,0
L00250,Female,44,Middle-aged,Caucasian,39000.0,22400.0,634,160700.0,360,8.3,Mortgage,Graduate,No,1,Semiurban,0.188,1
L00251,Male,56,Senior,Caucasian,143200.0,24400.0,760,621600.0,180,14.9,Rent,Undergraduate,No,2,Urban,0.376,1
L00252,Male,18,Young,Caucasian,38500.0,11900.0,584,174000.0,180,1.0,Mortgage,Undergraduate,No,0,Semiurban,0.35,0
L00253,Female,18,Young,Asian,83700.0,30100.0,612,339100.0,360,0.9,Rent,Graduate,No,0,Semiurban,0.214,1
L00254,Male,35,Middle-aged,Caucasian,47800.0,0.0,565,157800.0,360,3.4,Rent,Graduate,No,1,Rural,0.238,0
L00255,Male,54,Middle-aged,African American,20200.0,0.0,659,101300.0,360,6.5,Rent,Graduate,No,0,Rural,0.361,0
L00256,Female,22,Young,Hispanic,44600.0,11800.0,692,160400.0,360,1.1,Rent,Graduate,No,1,Semiurban,0.205,0
L00257,Female,18,Young,African American,36100.0,0.0,445,116400.0,360,9.1,Own,Undergraduate,Yes,0,Semiurban,0.232,0
L00258,Female,47,Middle-aged,Asian,27400.0,0.0,610,97300.0,120,12.9,Mortgage,Graduate,Yes,0,Semiurban,0.473,1
L00259,Female,43,Middle-aged,Caucasian,28800.0,0.0,552,148100.0,360,4.6,Own,Graduate,No,1,Rural,0.37,0
L00260,Male,27,Young,Caucasian,48500.0,13800.0,512,178300.0,120,7.5,Mortgage,Undergraduate,No,0,Urban,0.381,0
L00261,Female,29,Young,Hispanic,42300.0,0.0,532,204600.0,360,6.6,Rent,Undergraduate,Yes,0,Semiurban,0.348,0
L00262,Female,29,Young,African American,20000.0,13000.0,605,134900.0,360,3.3,Mortgage,Undergraduate,Yes,0,Urban,0.294,1
L00263,Male,42,Middle-aged,African American,59800.0,0.0,658,230200.0,360,4.9,Own,Graduate,No,0,Semiurban,0.277,1
L00264,Male,33,Middle-aged,African American,32200.0,0.0,685,117900.0,360,3.7,Mortgage,Graduate,No,0,Urban,0.263,1
L00265,Female,46,Middle-aged,Caucasian,24500.0,0.0,612,110800.0,360,10.8,Own,Graduate,No,0,Rural,0.325,1
L00266,Female,18,Young,Caucasian,60700.0,0.0,493,278100.0,360,1.9,Rent,Graduate,No,0,Semiurban,0.33,0
L00267,Female,30,Middle-aged,Asian,41300.0,20200.0,586,247600.0,360,3.4,Rent,Graduate,No,3+,Semiurban,0.29,0
L00268,Female,27,Young,African American,51800.0,18500.0,521,300200.0,120,1.5,Rent,Graduate,No,1,Rural,0.569,0
L00269,Male,37,Middle-aged,Caucasian,58400.0,22000.0,552,252800.0,360,14.8,Own,Graduate,No,3+,Semiurban,0.226,1
L00270,Male,34,Middle-aged,Hispanic,44100.0,0.0,644,200500.0,180,9.4,Own,Graduate,No,0,Semiurban,0.46,0
L00271,Female,50,Middle-aged,Caucasian,39200.0,0.0,641,129500.0,120,8.0,Rent,Graduate,No,1,Urban,0.44,1
L00272,Female,18,Young,Caucasian,50500.0,0.0,625,209500.0,360,14.3,Own,Graduate,No,0,Semiurban,0.298,1
L00273,Female,41,Middle-aged,Hispanic,31200.0,0.0,588,136600.0,360,5.2,Rent,Graduate,No,0,Urban,0.315,1
L00274,Female,47,Middle-aged,Asian,29600.0,0.0,664,99600.0,180,10.0,Rent,Undergraduate,No,0,Rural,0.341,0
L00275,Male,63,Senior,Caucasian,62600.0,14000.0,642,222300.0,360,8.6,Mortgage,Graduate,No,1,Rural,0.209,1
L00276,Male,35,Middle-aged,Caucasian,46300.0,0.0,679,159200.0,360,4.4,Mortgage,Graduate,No,0,Semiurban,0.247,1
L00277,Female,44,Middle-aged,Caucasian,42200.0,0.0,643,166500.0,360,13.2,Mortgage,Graduate,No,0,Rural,0.284,1
L00278,Female,19,Young,African American,49300.0,36400.0,578,343400.0,360,7.9,Rent,Graduate,No,0,Semiurban,0.288,0
L00279,Female,18,Young,Caucasian,39800.0,0.0,594,167000.0,360,1.7,Mortgage,Undergraduate,No,0,Semiurban,0.302,0
L00280,Female,51,Middle-aged,Asian,41900.0,33400.0,631,279700.0,120,5.4,Mortgage,Undergraduate,No,0,Semiurban,0.495,1
L00281,Female,40,Middle-aged,Hispanic,28900.0,20200.0,701,134600.0,180,5.5,Mortgage,Undergraduate,No,0,Semiurban,0.278,1
L00282,Male,55,Middle-aged,Asian,58200.0,0.0,666,188500.0,120,12.7,Mortgage,Graduate,No,1,Rural,0.431,1
L00283,Male,24,Young,Caucasian,56400.0,0.0,604,199600.0,120,1.4,Rent,Graduate,No,1,Rural,0.471,0
L00284,Male,47,Middle-aged,Asian,70300.0,17300.0,635,294700.0,360,9.9,Mortgage,Graduate,No,0,Semiurban,0.242,1
L00285,Female,63,Senior,Caucasian,33100.0,0.0,694,140100.0,360,17.8,Own,Graduate,No,0,Semiurban,0.305,1
L00286,Male,46,Middle-aged,Caucasian,40800.0,0.0,667,203300.0,360,5.2,Own,Graduate,No,0,Urban,0.358,1
L00287,Male,44,Middle-aged,Caucasian,67300.0,16500.0,626,301300.0,360,13.8,Own,Graduate,No,0,Semiurban,0.259,1
L00288,Male,41,Middle-aged,Caucasian,54200.0,0.0,558,225900.0,360,3.7,Own,Graduate,No,2,Semiurban,0.3,0
L00289,Male,22,Young,Hispanic,30700.0,0.0,526,92400.0,120,6.1,Mortgage,Graduate,No,0,Urban,0.401,0
L00290,Female,57,Senior,Caucasian,70300.0,18900.0,653,247200.0,180,13.7,Rent,Undergraduate,No,2,Semiurban,0.281,1
L00291,Male,33,Middle-aged,Caucasian,24900.0,10900.0,673,97900.0,360,5.2,Own,Undergraduate,Yes,0,Semiurban,0.197,1
L00292,Male,47,Middle-aged,Hispanic,60400.0,0.0,626,276200.0,360,5.5,Own,Graduate,Yes,1,Semiurban,0.329,1
L00293,Female,22,Young,Caucasian,25100.0,0.0,540,102800.0,360,13.5,Mortgage,Graduate,No,2,Semiurban,0.295,0
L00294,Male,26,Young,Asian,104200.0,0.0,539,357800.0,360,1.3,Mortgage,Graduate,No,2,Rural,0.247,0
L00295,Male,58,Senior,Caucasian,26400.0,0.0,721,114400.0,180,10.0,Rent,Graduate,No,0,Semiurban,0.439,1
L00296,Male,36,Middle-aged,Caucasian,77700.0,13600.0,673,359000.0,360,5.0,Rent,Graduate,No,0,Semiurban,0.283,1
L00297,Female,58,Senior,Hispanic,35600.0,33900.0,686,171800.0,360,9.1,Mortgage,Graduate,No,1,Urban,0.178,1
L00298,Male,40,Middle-aged,Caucasian,42300.0,25600.0,674,248500.0,360,7.1,Own,Undergraduate,No,0,Semiurban,0.263,1
L00299,Female,18,Young,Caucasian,44900.0,0.0,576,212200.0,360,3.8,Mortgage,Undergraduate,No,2,Semiurban,0.34,1
L00300,Male,51,Middle-aged,Caucasian,63100.0,0.0,655,230000.0,360,6.1,Mortgage,Graduate,No,1,Urban,0.262,1
L00301,Male,33,Middle-aged,Caucasian,34100.0,0.0,689,155000.0,360,7.9,Rent,Graduate,Yes,2,Semiurban,0.327,1
L00302,Male,49,Middle-aged,Caucasian,35400.0,0.0,635,122100.0,360,4.7,Rent,Graduate,No,0,Urban,0.248,1
L00303,Male,41,Middle-aged,Caucasian,63600.0,0.0,670,299100.0,360,3.6,Mortgage,Undergraduate,No,1,Rural,0.338,1
L00304,Female,22,Young,Caucasian,21000.0,0.0,625,106100.0,360,3.9,Rent,Undergraduate,No,0,Semiurban,0.363,0
L00305,Female,42,Middle-aged,Asian,33000.0,0.0,650,131800.0,120,7.5,Rent,Graduate,No,1,Semiurban,0.532,1
L00306,Female,67,Senior,Caucasian,140600.0,49900.0,728,593700.0,360,9.0,Rent,Undergraduate,Yes,0,Rural,0.224,1
L00307,Male,46,Middle-aged,Caucasian,33300.0,19000.0,616,169300.0,360,8.2,Mortgage,Graduate,No,0,Urban,0.233,1
L00308,Male,40,Middle-aged,Caucasian,77600.0,0.0,691,276500.0,360,6.9,Own,Graduate,No,2,Rural,0.256,1
L00309,Female,53,Middle-aged,Hispanic,29100.0,0.0,672,87400.0,180,7.4,Own,Undergraduate,No,2,Semiurban,0.304,0
L00310,Male,43,Middle-aged,Hispanic,54100.0,18400.0,700,285300.0,360,9.0,Mortgage,Graduate,No,0,Rural,0.283,1
L00311,Male,43,Middle-aged,African American,50900.0,18000.0,661,187300.0,360,19.6,Mortgage,Graduate,No,0,Urban,0.196,1
L00312,Male,27,Young,Hispanic,69300.0,0.0,654,240700.0,360,4.7,Rent,Graduate,No,0,Urban,0.25,0
L00313,Male,43,Middle-aged,Caucasian,45200.0,18800.0,596,255500.0,120,11.5,Mortgage,Graduate,No,0,Urban,0.532,1
L00314,Female,53,Middle-aged,Caucasian,92300.0,15800.0,641,453100.0,360,6.7,Mortgage,Undergraduate,No,0,Semiurban,0.302,1
L00315,Female,30,Middle-aged,African American,25200.0,0.0,634,79800.0,360,9.0,Rent,Undergraduate,No,1,Urban,0.228,0
L00316,Female,58,Senior,African American,35000.0,0.0,603,157000.0,360,11.2,Mortgage,Undergraduate,No,1,Rural,0.323,0
L00317,Male,39,Middle-aged,Caucasian,54100.0,0.0,623,275600.0,360,8.3,Mortgage,Graduate,No,3+,Urban,0.367,1
L00318,Male,30,Middle-aged,Caucasian,31300.0,0.0,675,99100.0,360,13.0,Rent,Undergraduate,No,0,Urban,0.228,0
L00319,Male,52,Middle-aged,Hispanic,39400.0,0.0,705,155100.0,360,6.4,Rent,Graduate,No,3+,Urban,0.283,1
L00320,Male,37,Middle-aged,Asian,52300.0,25200.0,638,305100.0,360,5.1,Rent,Graduate,No,0,Semiurban,0.283,1
L00321,Male,50,Middle-aged,Caucasian,41200.0,22300.0,613,239000.0,360,5.2,Rent,Graduate,Yes,1,Rural,0.271,1
L00322,Female,37,Middle-aged,African American,84600.0,0.0,638,296900.0,360,9.3,Rent,Graduate,No,3+,Rural,0.252,1
L00323,Female,40,Middle-aged,Caucasian,29800.0,0.0,658,100300.0,360,12.6,Rent,Graduate,No,1,Urban,0.242,1
L00324,Male,46,Middle-aged,Caucasian,78600.0,17100.0,652,417900.0,360,6.8,Own,Graduate,No,0,Urban,0.314,1
L00325,Female,44,Middle-aged,Caucasian,58700.0,0.0,602,302400.0,360,6.1,Rent,Graduate,No,0,Semiurban,0.371,0
L00326,Female,18,Young,Caucasian,41400.0,0.0,656,195700.0,360,5.4,Rent,Graduate,No,2,Semiurban,0.34,1
L00327,Female,27,Young,Caucasian,29500.0,41200.0,597,266000.0,360,1.7,Mortgage,Graduate,No,3+,Semiurban,0.271,1
L00328,Female,52,Middle-aged,Asian,30600.0,0.0,590,133500.0,360,6.8,Mortgage,Graduate,No,0,Rural,0.314,0
L00329,Male,39,Middle-aged,Caucasian,39800.0,0.0,642,202600.0,180,5.4,Mortgage,Graduate,No,2,Urban,0.515,0
L00330,Male,34,Middle-aged,Caucasian,24000.0,0.0,651,109300.0,360,6.1,Rent,Graduate,No,3+,Semiurban,0.328,1
L00331,Male,24,Young,Caucasian,32800.0,0.0,524,165500.0,360,4.1,Own,Undergraduate,No,0,Urban,0.363,0
L00332,Female,28,Young,Caucasian,23000.0,0.0,571,77400.0,360,2.7,Rent,Graduate,No,0,Semiurban,0.242,0
L00333,Male,18,Young,Hispanic,75600.0,0.0,595,365500.0,360,3.9,Rent,Undergraduate,No,3+,Semiurban,0.348,0
L00334,Male,39,Middle-aged,African American,50200.0,56900.0,648,277300.0,360,16.2,Rent,Graduate,No,0,Rural,0.186,1
L00335,Male,33,Middle-aged,Hispanic,60400.0,0.0,658,184900.0,360,2.4,Mortgage,Graduate,No,1,Semiurban,0.22,1
L00336,Male,29,Young,Hispanic,55800.0,0.0,578,232400.0,360,7.4,Rent,Graduate,No,1,Rural,0.3,0
L00337,Female,40,Middle-aged,Caucasian,44500.0,0.0,529,165400.0,360,8.2,Own,Graduate,No,0,Urban,0.267,1
L00338,Female,45,Middle-aged,Caucasian,74700.0,0.0,712,231400.0,360,17.0,Mortgage,Graduate,No,2,Rural,0.223,1
L00339,Male,66,Senior,Hispanic,34600.0,39500.0,582,289800.0,360,12.4,Mortgage,Graduate,No,0,Semiurban,0.281,1
L00340,Male,22,Young,Hispanic,46000.0,0.0,609,207000.0,360,5.5,Own,Undergraduate,No,0,Rural,0.324,0
L00341,Male,54,Middle-aged,African American,52900.0,29100.0,638,344100.0,360,12.7,Mortgage,Undergraduate,No,1,Semiurban,0.302,1
L00342,Male,52,Middle-aged,Asian,28900.0,0.0,633,151700.0,120,6.7,Mortgage,Undergraduate,No,0,Semiurban,0.699,0
L00343,Male,31,Middle-aged,Asian,169200.0,0.0,803,656800.0,180,6.5,Rent,Graduate,No,0,Semiurban,0.393,1
L00344,Male,43,Middle-aged,Caucasian,49600.0,32200.0,809,238600.0,360,7.4,Mortgage,Graduate,No,0,Rural,0.21,1
L00345,Male,35,Middle-aged,Caucasian,51900.0,0.0,519,177200.0,360,5.4,Rent,Undergraduate,No,0,Urban,0.246,0
L00346,Female,43,Middle-aged,Asian,68900.0,55700.0,701,410100.0,360,4.2,Mortgage,Undergraduate,No,0,Urban,0.237,1
L00347,Female,59,Senior,African American,45900.0,0.0,638,200300.0,120,7.9,Own,Undergraduate,No,0,Semiurban,0.581,0
L00348,Male,48,Middle-aged,Caucasian,49800.0,0.0,697,202300.0,360,6.1,Own,Undergraduate,No,2,Urban,0.292,1
L00349,Male,47,Middle-aged,Caucasian,51600.0,32200.0,692,266200.0,360,10.8,Mortgage,Graduate,No,0,Semiurban,0.229,1
L00350,Female,35,Middle-aged,Caucasian,22800.0,16400.0,678,106600.0,360,15.2,Own,Graduate,No,0,Semiurban,0.196,1
L00351,Male,23,Young,Caucasian,39200.0,26800.0,605,213700.0,120,2.1,Mortgage,Graduate,No,2,Urban,0.431,0
L00352,Female,38,Middle-aged,Hispanic,45200.0,30100.0,562,195500.0,180,3.4,Mortgage,Undergraduate,No,0,Rural,0.263,0
L00353,Female,55,Middle-aged,Caucasian,49800.0,13400.0,700,281700.0,360,40.0,Mortgage,Graduate,No,1,Urban,0.321,1
L00354,Male,22,Young,Caucasian,79900.0,0.0,626,248100.0,180,6.5,Mortgage,Graduate,No,1,Urban,0.314,0
L00355,Male,28,Young,Caucasian,46700.0,0.0,588,180100.0,360,12.4,Own,Graduate,No,0,Semiurban,0.277,1
L00356,Female,42,Middle-aged,African American,20000.0,0.0,573,64500.0,360,4.4,Rent,Undergraduate,No,0,Urban,0.232,0
L00357,Male,29,Young,Caucasian,74800.0,0.0,686,354800.0,360,9.7,Own,Undergraduate,No,0,Rural,0.341,1
L00358,Female,31,Middle-aged,Caucasian,74000.0,0.0,724,274100.0,120,10.3,Mortgage,Graduate,No,3+,Semiurban,0.493,1
L00359,Female,35,Middle-aged,Caucasian,59700.0,19100.0,551,227400.0,360,3.4,Mortgage,Graduate,No,2,Rural,0.208,1
L00360,Female,24,Young,Caucasian,39000.0,0.0,627,163600.0,360,1.8,Rent,Graduate,No,0,Semiurban,0.302,0
L00361,Male,29,Young,Caucasian,74400.0,38200.0,603,479700.0,360,3.4,Mortgage,Graduate,No,0,Rural,0.307,1
L00362,Female,49,Middle-aged,Caucasian,164200.0,0.0,639,750000.0,360,5.9,Mortgage,Graduate,No,1,Semiurban,0.329,1
L00363,Male,25,Young,Hispanic,46200.0,0.0,606,164600.0,120,19.6,Rent,Undergraduate,No,0,Urban,0.475,0
L00364,Male,21,Young,Caucasian,29000.0,8900.0,527,155900.0,360,2.7,Mortgage,Graduate,No,0,Urban,0.296,0
L00365,Female,33,Middle-aged,Caucasian,33000.0,0.0,504,101200.0,120,9.4,Own,Graduate,Yes,0,Semiurban,0.409,0
L00366,Male,49,Middle-aged,African American,50400.0,0.0,589,166200.0,360,12.8,Mortgage,Undergraduate,No,2,Semiurban,0.237,0
L00367,Female,38,Middle-aged,Caucasian,21900.0,0.0,535,90300.0,180,5.4,Rent,Graduate,No,2,Urban,0.418,0
L00368,Female,35,Middle-aged,African American,34100.0,11800.0,563,142000.0,360,8.3,Mortgage,Graduate,No,0,Urban,0.223,0
L00369,Male,41,Middle-aged,Caucasian,57100.0,0.0,550,273900.0,120,4.0,Mortgage,Graduate,No,0,Semiurban,0.639,0
L00370,Male,20,Young,Caucasian,90600.0,0.0,601,461600.0,360,2.8,Own,Undergraduate,No,0,Semiurban,0.367,0
L00371,Male,46,Middle-aged,Asian,82800.0,20200.0,615,281600.0,360,21.3,Rent,Graduate,Yes,0,Rural,0.197,1
L00372,Male,45,Middle-aged,Hispanic,62300.0,0.0,662,219500.0,360,5.0,Own,Undergraduate,No,0,Urban,0.253,1
L00373,Male,36,Middle-aged,Caucasian,20600.0,26300.0,629,138100.0,120,5.1,Own,Graduate,No,0,Semiurban,0.392,0
L00374,Female,53,Middle-aged,Caucasian,60200.0,0.0,666,256900.0,360,13.1,Mortgage,Undergraduate,No,0,Semiurban,0.307,1
L00375,Male,27,Young,Caucasian,65000.0,0.0,601,329000.0,360,6.8,Mortgage,Undergraduate,No,0,Urban,0.364,0
L00376,Male,54,Middle-aged,Hispanic,48900.0,11200.0,627,274700.0,360,10.4,Rent,Graduate,No,0,Semiurban,0.329,1
L00377,Female,42,Middle-aged,Hispanic,20000.0,20700.0,551,137600.0,360,13.2,Own,Graduate,No,1,Semiurban,0.243,0
L00378,Male,36,Middle-aged,Caucasian,35900.0,39200.0,556,203300.0,360,2.8,Mortgage,Graduate,No,1,Semiurban,0.195,1
L00379,Female,40,Middle-aged,Caucasian,26100.0,22800.0,646,182200.0,180,10.7,Mortgage,Graduate,No,2,Semiurban,0.377,0
L00380,Male,39,Middle-aged,Caucasian,21900.0,0.0,493,75700.0,360,13.9,Rent,Undergraduate,No,0,Urban,0.249,0
L00381,Male,55,Middle-aged,Caucasian,49000.0,0.0,639,253400.0,360,5.6,Mortgage,Graduate,No,0,Semiurban,0.372,1
L00382,Female,28,Young,Caucasian,30300.0,0.0,569,91300.0,360,5.6,Mortgage,Graduate,No,0,Urban,0.217,0
L00383,Female,31,Middle-aged,Caucasian,119100.0,35200.0,700,590400.0,360,4.1,Mortgage,Undergraduate,No,2,Semiurban,0.275,1
L00384,Female,53,Middle-aged,African American,29800.0,16400.0,540,123300.0,360,5.5,Mortgage,Undergraduate,No,0,Semiurban,0.192,0
L00385,Female,33,Middle-aged,Hispanic,61700.0,14700.0,622,272400.0,360,5.0,Mortgage,Graduate,No,0,Urban,0.257,1
L00386,Female,51,Middle-aged,Hispanic,20000.0,0.0,636,88600.0,360,10.1,Mortgage,Undergraduate,No,0,Urban,0.319,1
L00387,Male,61,Senior,Caucasian,39700.0,0.0,531,180700.0,360,19.0,Mortgage,Graduate,No,3+,Urban,0.327,0
L00388,Male,36,Middle-aged,Caucasian,51000.0,33700.0,553,328800.0,360,7.5,Mortgage,Graduate,No,3+,Urban,0.279,0
L00389,Female,49,Middle-aged,Hispanic,25600.0,26500.0,611,172200.0,120,14.4,Rent,Graduate,Yes,1,Urban,0.44,0
L00390,Female,27,Young,Caucasian,35200.0,12200.0,622,148700.0,360,2.0,Mortgage,Graduate,No,0,Semiurban,0.226,0
L00391,Female,50,Middle-aged,African American,29200.0,14800.0,632,185500.0,360,6.0,Rent,Graduate,No,2,Urban,0.303,1
L00392,Male,43,Middle-aged,Caucasian,44600.0,0.0,656,215200.0,360,21.3,Mortgage,Graduate,No,1,Rural,0.347,1
L00393,Male,46,Middle-aged,Caucasian,103000.0,0.0,609,346100.0,360,15.1,Own,Graduate,No,1,Semiurban,0.242,1
L00394,Female,33,Middle-aged,Caucasian,48500.0,0.0,515,235700.0,360,3.6,Mortgage,Graduate,No,2,Semiurban,0.35,1
L00395,Male,21,Young,Caucasian,59400.0,0.0,607,308200.0,360,5.3,Mortgage,Graduate,No,0,Urban,0.373,0
L00396,Female,47,Middle-aged,African American,39500.0,0.0,551,175100.0,360,6.6,Mortgage,Undergraduate,No,3+,Semiurban,0.319,0
L00397,Female,18,Young,Caucasian,53200.0,0.0,540,193300.0,180,3.2,Mortgage,Undergraduate,No,2,Semiurban,0.368,0
L00398,Male,37,Middle-aged,Caucasian,47400.0,0.0,672,206900.0,360,12.7,Rent,Graduate,No,0,Semiurban,0.314,1
L00399,Female,52,Middle-aged,Caucasian,36700.0,48200.0,641,235300.0,360,11.8,Mortgage,Graduate,Yes,1,Semiurban,0.199,1
L00400,Female,43,Middle-aged,Hispanic,39300.0,13900.0,584,211200.0,360,5.1,Mortgage,Undergraduate,No,0,Rural,0.286,0
L00401,Male,64,Senior,Caucasian,77900.0,35100.0,639,408300.0,360,8.8,Rent,Graduate,No,1,Rural,0.26,1
L00402,Female,53,Middle-aged,Caucasian,65400.0,0.0,692,333000.0,120,7.0,Own,Undergraduate,No,0,Semiurban,0.678,0
L00403,Male,33,Middle-aged,Caucasian,44500.0,0.0,620,195400.0,180,9.8,Rent,Graduate,No,0,Rural,0.445,1
L00404,Female,41,Middle-aged,Caucasian,56600.0,0.0,556,197100.0,360,6.8,Mortgage,Graduate,No,0,Semiurban,0.251,0
L00405,Male,40,Middle-aged,Caucasian,45400.0,17300.0,502,253000.0,360,18.4,Own,Undergraduate,No,1,Urban,0.29,1
L00406,Female,22,Young,African American,32300.0,0.0,694,118800.0,360,9.1,Rent,Graduate,No,3+,Semiurban,0.265,1
