application_id,annual_income,monthly_debt,fico_score,requested_amount,property_value,employment_length,loan_purpose,home_type,marital_status,num_dependents,education_level,loan_term_years,down_payment_pct,existing_mortgages,loan_approved
HL00236,223674.33,2354.8,600,423732.21,528344.4,14,Purchase,Single Family,Single,5,High School,30,0.198,1,1
HL00237,102212.4,3309.57,670,71513.66,93604.27,15,Refinance,Single Family,Married,2,High School,30,0.236,3,1
HL00238,31686.89,3755.89,498,800000.0,991641.0,6,Purchase,Single Family,Divorced,2,Bachelor,30,0.055,2,0
HL00239,202504.88,3769.34,641,390460.45,479092.58,2,Home Improvement,Single Family,Single,0,High School,30,0.185,1,0
HL00240,73705.44,2889.46,534,570000.85,727970.44,30,Purchase,Single Family,Single,3,Master,30,0.217,0,0
HL00241,283626.11,4521.8,720,120238.53,158208.59,11,Refinance,Single Family,Married,2,Master,15,0.24,3,1
HL00242,287330.36,4087.04,677,251209.2,271871.43,7,Purchase,Single Family,Single,4,Bachelor,30,0.076,3,1
HL00243,276587.71,3785.24,662,800000.0,1075905.44,24,Purchase,Single Family,Single,4,Bachelor,15,0.141,1,1
HL00244,126793.64,278.03,656,623014.25,759773.47,34,Refinance,Single Family,Married,3,High School,30,0.18,0,1
HL00245,29250.57,34.39,566,800000.0,1144069.56,11,Purchase,Single Family,Divorced,4,Master,30,0.084,2,0
HL00246,280287.6,1062.24,715,800000.0,1198593.79,20,Refinance,Single Family,Single,5,High School,30,0.162,2,1
HL00247,142750.64,3317.62,572,450421.82,493342.63,25,Purchase,Single Family,Divorced,3,High School,20,0.087,0,0
HL00248,290830.08,2055.99,625,368804.64,411153.45,1,Refinance,Single Family,Married,4,High School,15,0.103,0,1
HL00249,289995.49,2012.03,700,800000.0,1040650.56,13,Refinance,Townhouse,Married,0,PhD,30,0.127,3,1
HL00250,259577.6,4422.93,663,800000.0,1198437.86,3,Purchase,Single Family,Married,4,High School,30,0.146,1,1
HL00251,105973.45,4477.81,634,682294.71,783346.39,16,Purchase,Condo,Single,0,Master,30,0.129,1,0
HL00252,130901.88,4545.88,611,800000.0,969533.31,4,Purchase,Single Family,Single,4,Bachelor,30,0.139,1,0
HL00253,259062.58,1569.39,689,800000.0,954464.09,23,Purchase,Single Family,Single,4,High School,30,0.096,2,1
HL00254,112153.55,3455.28,524,443897.95,474757.17,6,Purchase,Single Family,Single,4,Bachelor,20,0.065,2,0
HL00255,71610.51,1358.17,680,692212.01,721054.18,22,Purchase,Single Family,Divorced,0,High School,30,0.04,2,1
HL00256,178120.35,953.05,630,800000.0,1012189.06,16,Purchase,Single Family,Married,4,High School,20,0.073,1,1
HL00257,282442.56,923.16,726,714965.87,849128.11,11,Home Improvement,Single Family,Married,4,Bachelor,15,0.158,0,1
HL00258,216408.19,1710.54,616,78751.0,98809.29,10,Purchase,Townhouse,Married,5,High School,30,0.203,0,1
HL00259,181766.82,2149.79,656,423389.69,453793.88,10,Home Improvement,Single Family,Divorced,1,High School,30,0.067,1,1
HL00260,51723.54,4154.75,510,224708.26,237535.16,33,Purchase,Single Family,Divorced,0,High School,30,0.054,1,0
HL00261,194126.99,599.46,669,271360.46,337093.74,36,Refinance,Single Family,Married,5,Bachelor,15,0.195,0,1
HL00262,297264.81,3674.63,680,800000.0,1093675.66,28,Purchase,Single Family,Single,2,Bachelor,30,0.097,0,1
HL00263,63523.1,2657.27,583,88660.27,116504.95,35,Purchase,Condo,Single,3,High School,15,0.239,2,0
HL00264,167540.65,1439.73,668,262010.23,322275.8,26,Refinance,Single Family,Single,1,High School,30,0.187,3,1
HL00265,266277.59,2464.1,621,380092.44,423265.52,21,Home Improvement,Single Family,Single,5,High School,30,0.102,3,1
HL00266,228711.37,1499.71,630,696709.09,768994.58,1,Purchase,Single Family,Single,5,High School,30,0.094,1,0
HL00267,216679.33,2980.41,681,577864.06,675864.4,35,Home Improvement,Single Family,Divorced,4,Bachelor,30,0.145,3,1
HL00268,218183.12,2169.22,764,305487.17,320553.17,29,Refinance,Single Family,Divorced,2,High School,15,0.047,3,1
HL00269,123860.07,822.03,605,245224.01,259771.2,6,Home Improvement,Single Family,Married,2,Bachelor,30,0.056,3,0
HL00270,105737.76,582.92,632,317841.34,341397.79,11,Purchase,Condo,Married,4,Master,30,0.069,2,1
HL00271,247574.32,2733.48,668,512276.66,640345.83,2,Home Improvement,Single Family,Married,5,Master,30,0.2,2,1
HL00272,247781.18,4512.07,771,325724.28,380075.01,16,Refinance,Single Family,Single,5,High School,30,0.143,0,1
HL00273,263444.89,1719.79,594,800000.0,1141052.81,40,Purchase,Townhouse,Divorced,4,Bachelor,30,0.032,1,1
HL00274,276141.15,3665.0,692,490609.36,596848.37,31,Purchase,Single Family,Single,1,Master,30,0.178,3,1
HL00275,165619.16,3293.31,551,123784.62,141145.52,7,Purchase,Single Family,Married,0,High School,30,0.123,0,0
HL00276,162916.98,4657.77,506,768274.4,895424.71,22,Purchase,Townhouse,Single,1,Master,30,0.142,2,0
HL00277,244531.17,4104.91,687,410689.73,444950.95,37,Refinance,Single Family,Divorced,0,Master,30,0.077,3,1
HL00278,203740.08,2833.03,658,687838.62,810175.05,29,Refinance,Single Family,Married,2,High School,30,0.151,1,1
HL00279,218040.89,3285.15,644,294105.47,389543.67,14,Refinance,Single Family,Married,3,Bachelor,30,0.245,3,1
HL00280,243842.98,4491.93,666,684100.72,717086.71,9,Purchase,Condo,Single,4,High School,30,0.046,2,1
HL00281,269751.47,1997.59,839,800000.0,943671.57,37,Purchase,Single Family,Married,1,High School,30,0.092,3,1
HL00282,117948.67,1633.97,596,800000.0,1119009.83,14,Purchase,Condo,Married,2,Master,20,0.083,3,1
HL00283,128285.31,54.06,639,337422.76,368768.04,29,Refinance,Single Family,Single,1,PhD,30,0.085,3,1
HL00284,50845.03,4132.76,542,400670.38,451714.07,25,Purchase,Single Family,Divorced,5,Master,30,0.113,3,0
HL00285,184027.04,4004.9,656,471866.78,597299.72,13,Purchase,Single Family,Married,0,High School,30,0.21,2,1
HL00286,34884.13,522.27,555,800000.0,1118071.69,2,Purchase,Single Family,Married,4,Master,30,0.231,0,0
HL00287,153039.45,2884.29,605,800000.0,1089060.21,35,Purchase,Townhouse,Single,5,Master,30,0.074,3,0
HL00288,174227.27,2319.91,728,149872.22,176113.07,25,Purchase,Townhouse,Married,0,Master,30,0.149,1,1
HL00289,103798.84,593.55,660,185439.47,223421.05,13,Purchase,Single Family,Single,5,Master,15,0.17,3,1
HL00290,187479.15,4902.84,650,540742.89,632447.82,30,Home Improvement,Single Family,Single,0,Bachelor,15,0.145,1,1
HL00291,33387.57,1073.48,451,170578.34,194946.68,13,Purchase,Single Family,Single,0,High School,30,0.125,1,0
HL00292,35270.75,336.17,549,430386.43,463778.48,39,Refinance,Single Family,Single,5,High School,30,0.072,3,0
HL00293,251215.15,2974.24,810,208788.65,241933.55,9,Purchase,Single Family,Married,2,High School,15,0.137,3,1
HL00294,124052.43,3694.33,600,697261.04,790545.4,8,Refinance,Condo,Single,4,Bachelor,30,0.118,1,0
HL00295,59941.64,162.22,635,800000.0,1143182.36,39,Purchase,Single Family,Married,3,High School,15,0.205,2,1
HL00296,168616.9,3293.59,706,800000.0,1196325.49,17,Refinance,Single Family,Married,1,Bachelor,20,0.198,0,1
HL00297,236748.23,2661.46,679,467814.64,497146.27,35,Refinance,Condo,Married,0,High School,30,0.059,1,1
HL00298,84350.78,516.33,550,712193.65,748889.22,35,Purchase,Single Family,Single,4,PhD,30,0.049,2,1
HL00299,196294.88,862.62,526,799491.85,1038301.11,11,Home Improvement,Condo,Divorced,1,High School,30,0.23,0,0
HL00300,48470.55,2839.87,608,176487.4,207144.83,39,Purchase,Condo,Married,4,Bachelor,15,0.148,0,0
HL00301,39212.47,1481.79,528,664443.53,850759.96,2,Refinance,Single Family,Single,5,Bachelor,30,0.219,0,0
HL00302,171122.52,4691.58,644,511946.31,534949.12,17,Purchase,Single Family,Married,1,High School,30,0.043,3,1
HL00303,173674.66,4093.7,574,262104.92,306914.43,6,Home Improvement,Single Family,Single,4,Bachelor,30,0.146,3,0
HL00304,200293.22,4917.84,636,449411.24,528097.82,30,Refinance,Townhouse,Single,3,Bachelor,30,0.149,1,1
HL00305,224675.12,1298.35,664,125315.6,160455.32,0,Purchase,Single Family,Divorced,4,Bachelor,30,0.219,3,1
HL00306,293359.32,4848.62,710,800000.0,857333.04,30,Purchase,Condo,Single,4,Master,15,0.051,2,1
HL00307,166982.6,2156.17,577,329510.65,359335.5,12,Refinance,Single Family,Married,0,High School,15,0.083,0,0
HL00308,113813.03,1737.59,666,374716.92,425331.35,28,Refinance,Single Family,Single,0,Master,15,0.119,0,1
HL00309,243676.2,251.75,641,164748.84,211216.46,2,Home Improvement,Multi Family,Divorced,0,Master,30,0.22,0,1
HL00310,99478.87,263.83,516,799426.76,1047741.5,28,Purchase,Single Family,Single,5,Master,30,0.237,3,0
HL00311,145717.14,3460.06,617,473853.86,630124.81,34,Purchase,Townhouse,Single,4,High School,30,0.248,3,1
HL00312,46575.5,2289.64,575,545466.92,718665.24,14,Purchase,Single Family,Married,3,High School,30,0.241,3,0
HL00313,31971.45,1132.61,574,693427.81,715611.77,20,Purchase,Single Family,Married,1,Bachelor,30,0.031,2,0
HL00314,289728.31,3069.85,762,515332.56,536804.75,18,Purchase,Single Family,Married,0,High School,20,0.04,3,1
HL00315,254894.53,1264.29,665,273517.19,291596.15,27,Purchase,Townhouse,Married,2,High School,15,0.062,3,1
HL00316,216392.91,2888.16,652,800000.0,913274.34,3,Purchase,Townhouse,Single,4,High School,30,0.107,3,1
HL00317,137462.06,1796.04,563,171517.44,217938.3,12,Purchase,Condo,Married,3,Bachelor,30,0.213,2,0
HL00318,72655.94,4117.76,627,148498.1,191858.01,14,Purchase,Single Family,Married,3,High School,30,0.226,3,0
HL00319,68020.19,4103.48,593,800000.0,873913.17,38,Refinance,Single Family,Married,0,Master,15,0.071,1,0
HL00320,93816.8,2386.75,575,258491.34,309941.65,31,Purchase,Single Family,Single,5,Bachelor,20,0.166,3,0
HL00321,176037.33,1754.1,542,322651.66,420119.35,2,Purchase,Single Family,Married,0,High School,30,0.232,1,0
HL00322,221513.88,1812.8,732,529159.62,609630.9,29,Purchase,Condo,Divorced,5,Master,20,0.132,2,1
HL00323,206554.28,4028.57,591,549752.66,580520.23,19,Purchase,Condo,Married,2,Master,15,0.053,1,1
HL00324,101981.82,1640.9,571,757899.67,872151.52,1,Home Improvement,Single Family,Single,2,High School,30,0.131,2,0
HL00325,287587.95,1045.3,711,688632.0,776360.77,24,Purchase,Condo,Married,0,High School,20,0.113,3,1
HL00326,227921.65,423.44,604,674354.21,799945.68,10,Refinance,Condo,Married,1,High School,30,0.157,3,0
HL00327,177447.36,2333.47,564,766765.61,878311.12,0,Purchase,Townhouse,Single,0,Master,30,0.127,1,0
HL00328,193223.21,2410.66,540,390446.88,404189.32,9,Refinance,Single Family,Married,0,High School,30,0.034,3,0
HL00329,140390.02,4204.54,656,328656.36,437624.98,16,Purchase,Condo,Married,3,Bachelor,30,0.249,1,1
HL00330,93126.02,1106.19,569,482585.35,567747.47,29,Purchase,Single Family,Single,0,Bachelor,30,0.15,2,1
HL00331,122892.49,1904.96,757,364495.02,420894.94,34,Refinance,Single Family,Single,0,Bachelor,30,0.134,3,1
HL00332,233407.68,4042.03,616,800000.0,1183055.1,18,Purchase,Single Family,Single,0,Bachelor,30,0.24,3,1
HL00333,28958.21,4118.12,518,800000.0,990808.42,33,Refinance,Single Family,Single,1,High School,15,0.064,3,0
HL00334,56919.98,1923.06,550,241499.49,260236.52,31,Purchase,Single Family,Single,3,High School,30,0.072,0,0
HL00335,37650.73,2295.62,580,64384.4,81293.43,11,Refinance,Single Family,Single,4,High School,20,0.208,0,0
HL00336,36200.42,1516.43,544,112418.77,123131.18,16,Home Improvement,Townhouse,Single,4,Bachelor,30,0.087,1,0
HL00337,260251.66,4662.77,710,277559.68,349571.38,5,Home Improvement,Single Family,Divorced,4,Master,30,0.206,0,1
HL00338,218505.91,593.22,610,185255.71,203577.7,12,Purchase,Single Family,Married,4,Master,15,0.09,3,1
HL00339,155397.8,4668.75,558,650030.18,675005.38,38,Purchase,Single Family,Married,3,High School,15,0.037,0,1
HL00340,51904.39,3419.33,486,800000.0,1040244.63,21,Home Improvement,Single Family,Divorced,0,High School,15,0.144,1,0
HL00341,160194.37,2657.86,518,800000.0,903844.0,10,Refinance,Single Family,Single,4,Master,30,0.073,0,0
HL00342,155204.74,163.3,601,255000.84,317560.2,6,Purchase,Single Family,Married,0,Master,30,0.197,2,1
HL00343,72630.51,2377.98,571,434571.47,524211.66,20,Purchase,Townhouse,Single,4,High School,30,0.171,2,0
HL00344,144309.2,2038.74,590,495774.22,646380.99,0,Purchase,Condo,Married,1,Bachelor,20,0.233,0,0
HL00345,134588.8,806.09,679,787212.3,986481.58,29,Home Improvement,Single Family,Single,0,High School,20,0.202,2,1
HL00346,194358.78,3282.05,708,800000.0,1019011.8,18,Purchase,Single Family,Single,3,High School,15,0.07,2,1
HL00347,199650.75,4855.75,633,800000.0,1098433.1,28,Purchase,Single Family,Single,5,Bachelor,30,0.206,0,1
HL00348,37458.6,2810.94,479,537109.85,647900.91,34,Refinance,Single Family,Divorced,1,Master,30,0.171,2,0
HL00349,128018.47,3573.77,585,704536.63,856059.09,19,Home Improvement,Single Family,Single,5,High School,30,0.177,1,0
HL00350,197111.48,342.25,618,158010.26,200775.42,35,Refinance,Condo,Single,1,Bachelor,30,0.213,1,1
HL00351,163362.47,2088.33,598,600041.87,710950.08,38,Purchase,Single Family,Single,3,Bachelor,15,0.156,3,1
HL00352,260534.71,581.79,645,307592.78,354778.29,0,Purchase,Condo,Married,1,Bachelor,30,0.133,1,1
HL00353,206140.75,3063.98,620,465365.64,560681.5,22,Home Improvement,Single Family,Married,0,Bachelor,30,0.17,3,1
HL00354,69806.97,4692.41,565,712629.37,788306.82,30,Refinance,Single Family,Married,2,High School,30,0.096,3,0
HL00355,44406.41,3308.89,540,338621.54,364109.18,34,Refinance,Single Family,Married,2,High School,20,0.07,0,0
HL00356,201665.3,384.02,661,111512.63,133708.19,21,Refinance,Single Family,Married,4,Bachelor,30,0.166,2,1
HL00357,32290.61,1773.33,584,79505.53,86513.09,6,Purchase,Single Family,Single,4,Bachelor,30,0.081,0,0
HL00358,186088.28,2753.32,597,95132.86,99929.48,32,Refinance,Single Family,Single,0,High School,20,0.048,3,1
HL00359,283563.32,2016.04,755,81861.65,84393.45,35,Purchase,Single Family,Divorced,3,Bachelor,30,0.03,0,1
HL00360,183255.4,4168.22,592,166488.93,199149.44,6,Purchase,Single Family,Married,0,Bachelor,20,0.164,2,1
HL00361,131746.73,4073.36,534,306538.07,344424.8,26,Refinance,Single Family,Divorced,4,Bachelor,30,0.11,2,0
HL00362,201904.26,3059.16,669,260394.86,323874.2,1,Purchase,Single Family,Married,1,Bachelor,30,0.196,2,1
HL00363,151019.54,1867.29,584,800000.0,1185146.17,16,Purchase,Single Family,Married,5,Bachelor,30,0.113,3,0
HL00364,175044.62,1276.68,653,361818.68,419256.87,0,Purchase,Single Family,Married,0,High School,15,0.137,0,1
HL00365,283902.82,529.37,571,192146.57,218348.38,29,Purchase,Single Family,Married,0,Bachelor,30,0.12,0,1
HL00366,131178.23,1774.49,685,569602.75,688757.86,21,Refinance,Single Family,Single,3,High School,15,0.173,3,1
HL00367,289327.41,2065.86,728,800000.0,1040202.14,27,Refinance,Townhouse,Single,4,Bachelor,20,0.108,3,1
HL00368,273971.43,3379.11,611,635065.98,837817.92,32,Purchase,Condo,Married,0,Bachelor,30,0.242,1,1
HL00369,78842.56,3290.8,515,311782.56,408092.35,25,Purchase,Townhouse,Single,1,High School,15,0.236,0,0
HL00370,44074.36,350.54,655,553438.63,706818.18,34,Purchase,Single Family,Single,5,High School,30,0.217,2,1
HL00371,52713.95,1976.3,539,675235.56,879212.97,10,Purchase,Single Family,Divorced,1,High School,15,0.232,0,0
HL00372,30011.0,908.89,523,778776.39,894117.55,6,Refinance,Condo,Married,2,Bachelor,30,0.129,1,0
HL00373,50971.81,784.06,462,702777.11,824855.76,27,Purchase,Single Family,Married,4,High School,15,0.148,2,0
HL00374,212826.86,4136.51,638,800000.0,1054661.73,24,Refinance,Single Family,Married,1,High School,30,0.193,1,1
HL00375,44576.88,209.58,560,800000.0,1053868.64,40,Purchase,Single Family,Single,3,Bachelor,30,0.183,3,1
HL00376,112718.3,2095.91,642,562159.01,726303.63,30,Purchase,Single Family,Married,5,High School,20,0.226,3,1
HL00377,257340.71,841.02,608,453573.8,558588.42,2,Purchase,Single Family,Married,4,High School,30,0.188,0,1
HL00378,31399.78,4396.65,489,597574.93,796766.58,32,Purchase,Single Family,Married,1,Master,30,0.25,3,0
HL00379,248978.83,2785.2,697,800000.0,995488.5,33,Refinance,Single Family,Divorced,0,Master,30,0.107,3,1
HL00380,102510.06,1156.9,651,64029.23,81358.62,20,Purchase,Townhouse,Single,4,High School,30,0.213,0,1
HL00381,57495.33,2512.14,500,800000.0,1190996.64,36,Purchase,Single Family,Single,1,Bachelor,30,0.183,1,0
HL00382,216602.72,3657.43,712,229657.99,280755.49,18,Home Improvement,Single Family,Married,0,Bachelor,30,0.182,1,1
HL00383,197959.28,4790.59,650,542419.04,604030.11,36,Refinance,Townhouse,Married,2,Master,30,0.102,2,1
HL00384,266304.8,1102.23,737,800000.0,1056033.45,20,Purchase,Single Family,Single,5,Bachelor,30,0.203,2,1
HL00385,227144.54,4430.91,660,253347.59,328170.45,13,Home Improvement,Condo,Divorced,4,Bachelor,20,0.228,1,1
HL00386,245957.26,4671.52,546,563705.85,611394.63,9,Purchase,Single Family,Divorced,4,Master,20,0.078,3,0
HL00387,102559.51,4582.1,593,186496.92,224154.95,6,Refinance,Single Family,Divorced,1,High School,30,0.168,2,0
HL00388,73795.87,3177.07,639,459203.41,519460.87,28,Purchase,Townhouse,Divorced,2,Bachelor,15,0.116,1,0
HL00389,231419.06,3149.1,621,206256.6,274277.39,39,Refinance,Single Family,Divorced,3,Bachelor,30,0.248,3,1
HL00390,246879.55,2016.05,654,418730.26,484081.22,7,Purchase,Single Family,Divorced,1,Master,30,0.135,3,1
HL00391,297388.91,3761.99,689,455535.46,495147.24,38,Purchase,Single Family,Married,1,PhD,30,0.08,1,1
HL00392,138469.86,2656.47,474,800000.0,1192317.14,12,Refinance,Single Family,Single,3,High School,20,0.114,0,0
HL00393,127304.97,3387.19,697,800000.0,1194164.66,18,Refinance,Condo,Single,3,High School,30,0.174,1,1
HL00394,238513.56,2142.29,624,194540.24,204134.56,10,Refinance,Single Family,Single,3,High School,20,0.047,3,1
HL00395,118720.97,3657.48,634,746365.35,891714.88,1,Refinance,Single Family,Married,5,High School,30,0.163,2,0
HL00396,280958.26,4122.36,686,101908.45,133213.66,5,Purchase,Condo,Married,3,Bachelor,30,0.235,3,1
HL00397,261063.51,732.18,743,85320.39,108966.02,28,Purchase,Single Family,Married,3,Bachelor,30,0.217,3,1
HL00398,142973.36,4164.65,641,184793.1,193500.63,40,Refinance,Condo,Single,0,Bachelor,15,0.045,1,1
HL00399,231489.54,2701.48,653,800000.0,1161171.36,4,Refinance,Single Family,Single,0,Bachelor,30,0.249,3,1
HL00400,232499.29,4223.33,621,800000.0,1133471.49,40,Purchase,Single Family,Single,3,High School,30,0.184,0,1
HL00401,53359.06,2156.51,616,273819.66,293168.8,29,Purchase,Single Family,Single,5,Bachelor,30,0.066,2,0
HL00402,273202.05,1895.2,592,248404.29,256881.38,38,Purchase,Multi Family,Single,5,Master,30,0.033,1,1
HL00403,163944.4,4575.3,664,322101.04,345601.97,35,Home Improvement,Single Family,Single,2,Bachelor,20,0.068,0,1
HL00404,252275.8,1255.85,621,514822.43,654990.37,26,Purchase,Single Family,Single,5,High School,30,0.214,2,1
HL00405,113013.64,4221.06,669,690860.59,715917.71,17,Purchase,Single Family,Married,2,High School,30,0.035,0,1
HL00406,271268.89,2420.1,693,298024.91,324292.61,35,Purchase,Single Family,Single,3,High School,30,0.081,3,1
HL00407,132030.46,2570.48,648,743739.11,926200.64,15,Refinance,Single Family,Married,5,Bachelor,15,0.197,3,0
HL00408,27980.35,1542.34,568,355951.0,423247.32,4,Refinance,Condo,Married,0,High School,30,0.159,0,0
HL00409,273980.04,2865.21,599,800000.0,1112397.74,8,Refinance,Single Family,Single,2,Master,30,0.202,2,1
HL00410,50103.84,1626.06,532,655933.31,813813.04,33,Refinance,Single Family,Married,0,Master,30,0.194,0,0
HL00411,112811.25,196.35,640,542693.39,565895.09,33,Purchase,Single Family,Single,1,Bachelor,30,0.041,0,1
HL00412,286267.04,1359.99,701,745865.87,963651.0,35,Purchase,Single Family,Single,0,High School,30,0.226,0,1
HL00413,286416.97,31.9,752,800000.0,995153.95,30,Refinance,Townhouse,Divorced,3,Bachelor,30,0.08,2,1
HL00414,182695.42,4891.77,661,340719.45,401791.81,19,Purchase,Single Family,Married,5,Master,30,0.152,0,1
HL00415,198755.23,4828.74,601,378544.1,457178.86,16,Purchase,Condo,Married,5,High School,30,0.172,3,1
HL00416,148322.52,1975.78,584,800000.0,1127949.55,19,Refinance,Single Family,Divorced,4,PhD,20,0.067,1,1
HL00417,105632.96,3641.85,607,196551.92,260333.67,27,Refinance,Condo,Divorced,3,Bachelor,15,0.245,3,0
HL00418,115382.75,1729.03,491,105647.79,122419.22,20,Home Improvement,Single Family,Single,1,High School,20,0.137,3,0
HL00419,209942.58,3355.47,738,560622.31,585812.24,18,Home Improvement,Multi Family,Married,5,Bachelor,30,0.043,0,1
HL00420,231903.0,4027.15,688,745939.91,976361.14,2,Purchase,Single Family,Married,0,High School,20,0.236,1,1
HL00421,242684.24,4733.78,732,793169.49,943126.62,29,Home Improvement,Condo,Single,2,Bachelor,15,0.159,0,1
